"","InstitutionCode","CollectionCode","CatalogNumber","IndividualCount","ScientificName","Family","PreparationType","Tissues","Latitude","Longitude","CoordinateUncertaintyInMeters","HorizontalDatum","Country","StateProvince","County","Island","IslandGroup","Locality","VerbatimElevation","VerbatimDepth","YearCollected","MonthCollected","DayCollected","Collector","GeorefMethod","LatLongComments","BasisOfRecord","Remarks","DateLastModified","number_requested"
"199","MSB","Fish specimens","MSB:Fish:29923",92,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.378305,-106.513273,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at Santa Ana Pueblo.",NA,"",1995,9,26,"Collector(s): L. Robertson","not recorded",NA,"PreservedSpecimen","Kind_Type: VIAL JAR; Calcfld: 212-C1; Storage: 70% EtOH, 212-C1; ""B2 +4 FROM B1""","2019-05-27 04:59:03.0",15
"176","MSB","Fish specimens","MSB:Fish:30782",12,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.905272,-106.685564,120,"World Geodetic System 1984","United States","New Mexico","Valencia County",NA,NA,"Rio Grande, at the Isleta Diversion Dam, off NM State HWY 147, Isleta Pueblo.",NA,".5 meters",1996,10,30,"Collector(s): Robert K. Dudley, Christopher S. Altenbach, John P. Larson","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Robert K. Dudley, Christopher S. Altenbach, John P. Larson","2019-05-27 02:17:47.0",6
"95","MSB","Fish specimens","MSB:Fish:30396",11,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.96486111,-106.6824167,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at US Interstate 25 bridge, south of Albuquerque.",NA,"1 meter",1996,6,27,"Collector(s): Steven P. Platania, Robert K. Dudley, Christopher S. Altenbach","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Robert K. Dudley, Christopher S. Altenbach","2019-05-27 05:03:06.0",6
"163","MSB","Fish specimens","MSB:Fish:30884",61,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.96486111,-106.6824167,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at US Interstate 25 bridge, south of Albuquerque.",NA,"2 meters",1996,2,16,"Collector(s): Gregory M. Lein, Robert K. Dudley, Christopher S. Altenbach","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Gregory M. Lein, Robert K. Dudley, Christopher S. Altenbach","2019-05-27 05:08:42.0",15
"184","MSB","Fish specimens","MSB:Fish:30702",64,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.96486111,-106.6824167,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at US Interstate HWY I-25 bridge, above the Isleta Indian Reservation boundary, south of Los Padillas.",NA,"",1996,10,16,"Collector(s): Steven P. Platania, Robert K. Dudley, James P. Larson","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Robert K. Dudley, James P. Larson","2019-05-27 02:14:31.0",15
"151","MSB","Fish specimens","MSB:Fish:30695",45,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.027111,-106.672944,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at NM State HWY 500 or Rio Bravo Boulevard Bridge, in the South Valley, an unicorporated area of Albuquerque.",NA,"1.5 meters",1996,10,16,"Collector(s): Steven P. Platania, Robert K. Dudley, James P. Larson","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Robert K. Dudley, James P. Larson","2019-05-27 02:20:58.0",15
"153","MSB","Fish specimens","MSB:Fish:30386",12,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.027111,-106.672944,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at NM State HWY 500 or Rio Bravo Boulevard Bridge, in the South Valley, an unicorporated area of Albuquerque.",NA,"1.5 meters",1996,6,27,"Collector(s): Steven P. Platania, Robert K. Dudley, Christopher S. Altenbach","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Robert K. Dudley, Christopher S. Altenbach; EGGS TAKEN FROM MAIN STREAM AND SIDE CHANNELS IN LARVAL SEINE.","2019-05-27 05:02:56.0",6
"158","MSB","Fish specimens","MSB:Fish:30687",61,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.089293,-106.680842,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at Central Avenue or US HWY 66 bridge, Albuquerque.",NA,"1.5 meters",1996,10,16,"Collector(s): Steven P. Platania, Robert K. Dudley, James P. Larson","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Robert K. Dudley, James P. Larson","2019-05-27 02:17:49.0",15
"56","MSB","Fish specimens","MSB:Fish:30479",42,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.13539167,-106.6684167,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at Montano Bridge crossing on Montano Road, Albuquerque.",NA,".5 meters",1996,6,25,"Collector(s): Robert K. Dudley, Christopher S. Altenbach, W. H. Brandenburg","GeoLocate",NA,"PreservedSpecimen","MSB 1995-96 Monitoring of Rio Grande, Montano Bridge Construction Area; verbatim collectors: Robert K. Dudley, Christopher S. Altenbach, W. Howard Brandenburg","2019-05-27 04:57:33.0",15
"57","MSB","Fish specimens","MSB:Fish:30516",90,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.13539167,-106.6684167,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at Montano Bridge crossing on Montano Road, Albuquerque.",NA,".5 meters",1996,10,30,"Collector(s): Robert K. Dudley, Christopher S. Altenbach, James P. Larson","GeoLocate",NA,"PreservedSpecimen","MSB 1995-96 Monitoring of Rio Grande, Montano Bridge Construction Area; verbatim collectors: Robert K. Dudley, Christopher S. Altenbach, James P. Larson; MANY LOW AND HIGH VELOCITY HABITATS PRESENT","2019-05-27 05:02:57.0",15
"61","MSB","Fish specimens","MSB:Fish:30499",23,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.13539167,-106.6684167,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at Montano Bridge crossing on Montano Road, Albuquerque.",NA,"1 meter",1996,8,30,"Collector(s): Steven P. Platania, Robert K. Dudley, Christopher S. Altenbach","GeoLocate",NA,"PreservedSpecimen","MSB 1995-96 Monitoring of Rio Grande, Montano Bridge Construction Area; verbatim collectors: Steven P. Platania, Robert K. Dudley, Christopher S. Altenbach; BRIDGE CONSTRUCTION COMPLETED","2019-05-27 04:57:33.0",12
"7","MSB","Fish specimens","MSB:Fish:30489",20,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.16402778,-106.6694722,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, ca. 1.0 mile upstream of Montano Bridge crossing, Albuquerque.",NA,"1.5 meters",1996,8,30,"Collector(s): Steven P. Platania, Robert K. Dudley, Christopher S. Altenbach","not recorded",NA,"PreservedSpecimen","MSB 1995-96 Monitoring of Rio Grande, Montano Bridge Construction Area; verbatim collectors: Steven P. Platania, Robert K. Dudley, Christopher S. Altenbach; RIVER TURBID AND BANK TO BANK FULL AS RESULT OF RECENT RAINS","2019-05-27 04:57:32.0",10
"62","MSB","Fish specimens","MSB:Fish:30508",10,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.16402778,-106.6694722,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, ca. 1.0 mile upstream of Montano Bridge crossing, Albuquerque.",NA,".5 meters",1996,10,30,"Collector(s): Robert K. Dudley, Christopher S. Altenbach, James P. Larson","not recorded",NA,"PreservedSpecimen","MSB 1995-96 Monitoring of Rio Grande, Montano Bridge Construction Area; verbatim collectors: Robert K. Dudley, Christopher S. Altenbach, James P. Larson; CHANNEL IS WIDE WITH MANY SIDE CHANNEL LOW VELOCITY HABITATS.  DEBRIS PRESENT ALON SHORLINE","2019-05-27 04:57:33.0",5
"84","MSB","Fish specimens","MSB:Fish:30066",17,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.16402778,-106.6694722,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, ca. 1.0 mile upstream of Montano Bridge crossing, Montano Road, Albuquerque.",NA,"1.5 meters",1996,2,7,"Collector(s): Gregory M. Lein, Robert K. Dudley, Christopher S. Altenbach","not recorded",NA,"PreservedSpecimen","MSB 1995-96 Monitoring of Rio Grande, Montano Bridge Construction Area; verbatim collectors: Gregory M. Lein, Robert K. Dudley, Christopher S. Altenbach","2019-05-27 05:24:49.0",8
"9","MSB","Fish specimens","MSB:Fish:30679",87,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.283027,-106.598138,80,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at Rio Rancho Wastewater Treatment Plant, ca. 6.3 kiilometers downstream of US HWY 550 bridge.",NA,"1.5 meters",1996,10,16,"Collector(s): Steven P. Platania, Robert K. Dudley, James P. Larson","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Robert K. Dudley, James P. Larson","2019-05-27 05:08:45.0",15
"80","MSB","Fish specimens","MSB:Fish:30352",17,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.322164,-106.557448,90,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at NM State HWY 44 bridge, Bernalillo.",NA,"1.5 meters",1996,6,27,"Collector(s): Steven P. Platania, Christopher S. Altenbach, Robert K. Dudley","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Christopher S. Altenbach, Robert K. Dudley; RAINS LAST NIGHT HAVE MADE THE WATER  VERY SILTY, REDUCING VISIBILITY TO 0 CM.","2019-05-27 05:00:20.0",8
"81","MSB","Fish specimens","MSB:Fish:30670",52,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.322164,-106.557448,90,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at NM State HWY 44 bridge, Bernalillo.",NA,"1.5 meters",1996,10,16,"Collector(s): Steven P. Platania, Robert K. Dudley, James P. Larson","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Robert K. Dudley, James P. Larson; RIFFLES AND VERY LOW VELOCITY HABITATS; WATER CLEAR AND LOW.","2019-05-27 05:06:01.0",15
"128","MSB","Fish specimens","MSB:Fish:30771",74,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.38033333,-106.4990556,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at Angostura Diversion Dam, Algodones.",NA,".5 meters",1996,10,30,"Collector(s): Robert K. Dudley, Christopher S. Altenbach, James P. Larson","not recorded",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Robert K. Dudley, Christopher S. Altenbach, James P. Larson","2019-05-27 02:17:52.0",15
"173","MSB","Fish specimens","MSB:Fish:38823",23,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.004846,-106.683131,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, ca. 1.9 miles downstream of NM State HWY 500 or Rio Bravo Boulevard Bridge, just downstream of the South Diversion Canal outflow, in the South Valley, an unicorporated area of Albuquerque.",NA,".4 meters",1997,3,5,"Collector(s): Robert K. Dudley, Christopher S. Altenbach, James P. Larson, M. G. Thomas","not recorded",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Robert K. Dudley, Christopher S. Altenbach, James P. Larson, M. G. Thomas, ; HYBOGNATHUS AT THIS SITE WERE IN POOR CONDITION","2019-05-27 05:08:54.0",12
"25","MSB","Fish specimens","MSB:Fish:39130",21,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.027111,-106.672944,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at NM State HWY 500 or Rio Bravo Boulevard Bridge, in the South Valley, an unicorporated area of Albuquerque.",NA,"1 meter",1997,10,15,"Collector(s): Robert K. Dudley, W. H. Brandenburg, John P. Larson","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Robert K. Dudley, W. Howard Brandenburg, John P. Larson; FEW HYBOGNATHUS TAKEN-VERY FEW FISH OVERALL","2019-05-27 04:52:14.0",10
"160","MSB","Fish specimens","MSB:Fish:39119",86,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.089293,-106.680842,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at Central Avenue or US HWY 66 bridge, Albuquerque.",NA,"1.5 meters",1997,10,15,"Collector(s): Robert K. Dudley, W. H. Brandenburg, James P. Larson","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Robert K. Dudley, W. Howard Brandenburg, James P. Larson; IN-SHORE AREAS FLOODED","2019-05-27 04:45:48.0",15
"31","MSB","Fish specimens","MSB:Fish:38982",10,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.28302778,-106.5981389,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 bridge, at Rio Rancho Wastewater Treatment Plant.",NA,"1.5 meters",1997,8,20,"Collector(s): Steven P. Platania, Robert K. Dudley","not recorded",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Robert K. Dudley; HYBOGNATHUS PRESENT IN ALMOST EVERY SEINE SAMPLE","2019-05-27 04:49:20.0",5
"33","MSB","Fish specimens","MSB:Fish:39110",35,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.28302778,-106.5981389,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 bridge, at Rio Rancho Wastewater Treatment Plant.",NA,"1.5 meters",1997,10,15,"Collector(s): Robert K. Dudley, W. H. Brandenburg, James P. Larson","not recorded",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Robert K. Dudley, W. Howard Brandenburg, James P. Larson; MOST SAMPLING CONDUCTED ALONG SHORELINES","2019-05-27 05:23:46.0",15
"36","MSB","Fish specimens","MSB:Fish:38942",41,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.28302778,-106.5981389,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 bridge, at Rio Rancho Wastewater Treatment Plant.",NA,"",1997,7,5,"Collector(s): Steven P. Platania, Christopher S. Altenbach, Stephen R. Davenport","not recorded",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Christopher S. Altenbach, Stephen R. Davenport","2019-05-27 04:45:45.0",15
"115","MSB","Fish specimens","MSB:Fish:39100",29,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.322164,-106.557448,90,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at NM State HWY 44 bridge, Bernalillo.",NA,"",1997,10,15,"Collector(s): Robert K. Dudley, W. H. Brandenburg, James P. Larson","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Robert K. Dudley, W. Howard Brandenburg, James P. Larson; HIGH FLOWS PREVENTED RIVER CROSSING","2019-05-27 04:46:58.0",14
"116","MSB","Fish specimens","MSB:Fish:38932",10,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.322164,-106.557448,90,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at NM State HWY 44 bridge, Bernalillo.",NA,"",1997,7,5,"Collector(s): Steven P. Platania, Christopher S. Altenbach, Stephen R. Davenport","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Christopher S. Altenbach, Stephen R. Davenport; RED SHINER IN BREEDING COLOR TAKEN","2019-05-27 05:00:26.0",5
"52","MSB","Fish specimens","MSB:Fish:43530",19,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.027111,-106.672944,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at NM State HWY 500 or Rio Bravo Boulevard Bridge, in the South Valley, an unicorporated area of Albuquerque.",NA,".6 meters",1999,10,13,"Collector(s): Robert K. Dudley, W. H. Brandenburg, Joshua R. Walters","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Robert K. Dudley, W. Howard Brandenburg, Joshua R. Walters","2019-05-27 05:23:01.0",10
"137","MSB","Fish specimens","MSB:Fish:43391",38,"Gambusia affinis","Poeciliidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.027111,-106.672944,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at NM State HWY 500 or Rio Bravo Boulevard Bridge, in the South Valley, an unicorporated area of Albuquerque.",NA,".5 meters",1999,8,26,"Collector(s): Robert K. Dudley, Joshua R. Walters, Michael A. Farrington","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Robert K. Dudley, Joshua R. Walters, Michael A. Farrington; MOST FISHES CAPTURED IN POOLS","2019-05-27 05:17:52.0",15
